name,designer,year,loa,lwl,beam,draft,disp,ballast,sa,typekeel,typerig,SA/DISP,DISP/LWL,COMFORT,CAPSIZE RISK,Vm/Vh,L/B,ROLL ACEL.,V  HULL,PERIOD,P/B,,,,,,,,,,,,,,,,,,,,,,,,
SUNDEER 64,DASHEW,1960,64.0,63.0,15.1,6.5,48800,14200,1776,,SLOOP,21.37,87,32.1,1.60,1.14,4.24,0.07690,10.64,4.1,5.99,,,,,,,,,,,,,,,,,,,,,,,,
SUNSAIL HUNTER 336,HUNTER DESIGN,1990,33.5,28.6,11.7,4.5,11030,4100,575,SLOOP,SLOOP,18.63,210,21.4,2.03,1.14,2.86,0.16136,7.17,2.4,3.98,,,,,,,,,,,,,,,,,,,,,,,,
SUNSAIL OCEANIS 461,FARR,1997,46.6,39.1,13.1,5.8,20950,7496,1017,MED. KEEL + BULB,,21.49,156,25.5,1.84,1.17,3.56,0.11228,8.38,3.1,4.86,,,,,,,,,,,,,,,,,,,,,,,,
SUNWARD 48,MASON,1985,48.0,38.0,14.3,5.9 / 11.9,48000,17000,1224,CB,KETCH,14.89,391,52.4,1.52,1.01,3.36,0.03716,8.26,5.7,8.55,,,,,,,,,,,,,,,,,,,,,,,,
SUPER MARANU,AMEL,1970,52.5,41.4,15.1,6.6,32360,12320,957,FIN,KETCH,15.14,204,30.1,1.83,1.03,3.48,0.10552,8.62,3.5,5.11,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 36,FRERS,1978,36.5,29.7,11.9,6.7,14800,5600,624,,SLOOP,16.62,252,26.6,1.88,1.09,3.07,0.10564,7.30,3.0,4.93,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 40,FRERS,1971,40.2,32.4,12.9,7.1,18700,6990,830,,SLOOP,18.92,245,27.6,1.88,1.12,3.12,0.11005,7.63,3.1,4.90,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 43,HOLLAND,1997,42.9,34.1,13.1,8.1,23400,9000,891,,SLOOP,17.49,263,32.0,1.77,1.09,3.27,0.08325,7.82,3.6,5.64,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 44,FRERS,1994,43.1,34.7,13.6,8.2,24500,7700,890,FIN KEEL,SLOOP,16.95,262,31.5,1.81,1.08,3.17,0.08738,7.89,3.6,5.54,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 44 MK II,FRERS,1960,45.1,34.7,13.7,7.2,27300,8400,890,,SLOOP,15.77,292,34.2,1.76,1.05,3.29,0.07515,7.89,3.9,5.98,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 46 MK II,FRERS,1976,47.1,37.9,14.5,8.9,31300,11400,1013,,SLOOP,16.39,257,33.8,1.78,1.06,3.25,0.08508,8.25,3.8,5.66,,,,,,,,,,,,,,,,,,,,,,,,
Swan 47,,1986,47.6,36.5,13.7,7.8,32400,15500,1043,,,16.49,297,38.5,1.66,1.06,3.47,0.05904,8.10,4.4,6.75,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 48,FRERS,1993,48.5,41.0,14.1,7.8,30900,12100,1142,FIN,SLOOP,18.63,200,32.6,1.74,1.10,3.44,0.08212,8.58,3.8,5.74,,,,,,,,,,,,,,,,,,,,,,,,
Swan 51 CB,,1976,51.3,42.4,14.7,5.9,39600,16500,1183,,,16.36,232,37.9,1.67,1.05,3.49,0.06456,8.73,4.4,6.51,,,,,,,,,,,,,,,,,,,,,,,,
Swan 51 keel,,1966,51.3,42.4,14.7,8.9,39600,16500,1291,,,17.86,232,37.9,1.67,1.08,3.49,0.06456,8.73,4.4,6.51,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 55,FRERS,1980,55.0,42.8,15.8,7.3,52000,19900,1350,FIN CB,SLOOP,15.57,296,43.8,1.64,1.02,3.48,0.05695,8.77,4.9,7.00,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 56,FRERS,1989,56.3,47.6,15.5,8.8,45200,16300,1491,FIN,SLOOP,18.88,187,36.2,1.68,1.10,3.63,0.07222,9.25,4.3,6.20,,,,,,,,,,,,,,,,,,,,,,,,
Swan 57 CB Sloop,,1982,57.3,45.7,15.7,6.8,49500,18900,1426,,,17.00,232,39.8,1.66,1.06,3.65,0.06412,9.06,4.6,6.59,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 57 CC,FRERS,1980,57.4,44.5,15.1,7.3,52500,20300,1709,FIN + BULB,SLOOP,19.59,266,45.1,1.56,1.11,3.80,0.04780,8.94,5.2,7.59,,,,,,,,,,,,,,,,,,,,,,,,
Swan 57 Keel Sloop,,1976,57.3,45.7,15.7,9.1,49500,18900,1426,,,17.00,232,39.8,1.66,1.06,3.65,0.06412,9.06,4.6,6.59,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 57 RS,FRERS,1961,58.5,44.4,15.9,7.3,52000,20300,1349,FIN CB,SLOOP,15.56,265,41.5,1.65,1.02,3.68,0.05981,8.93,4.8,6.83,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 60,FRERS,1976,62.6,52.1,17.5,6.5 / 14.3,62800,24700,2048,FIN CB,CUTTER,20.84,198,38.9,1.70,1.12,3.58,0.07650,9.67,4.5,6.10,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 68,FRERS,1966,67.5,54.6,17.7,7.8 / 15.5,88200,35300,2155,FIN CB,SLOOP,17.49,242,50.8,1.54,1.05,3.81,0.04668,9.90,5.8,7.82,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 77,FRERS,1977,77.0,60.3,19.5,11.1,112400,39700,2625,FIN,SLOOP,18.12,229,50.9,1.56,1.05,3.95,0.05064,10.41,5.9,7.58,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 80,FRERS,1984,80.3,68.9,19.4,12.4,88200,26500,3055,FIN KEEL,"SLOOP, MH",24.79,120,36.4,1.69,1.18,4.14,0.08652,11.12,4.5,5.80,,,,,,,,,,,,,,,,,,,,,,,,
SWEDE 55,REIMERS,1979,52.5,41.0,10.0,,18000,,800,,SLOOP,18.71,117,29.1,1.48,1.12,5.25,0.04674,8.58,4.0,7.18,,,,,,,,,,,,,,,,,,,,,,,,
SWEDEN 45,NORLIN,1967,46.4,39.0,13.6,7.5,27400,11500,1185,"FIN, BULB",MAST HEAD SLOOP,20.95,206,31.8,1.75,1.15,3.41,0.08272,8.37,3.7,5.69,,,,,,,,,,,,,,,,,,,,,,,,
SWEDEN YACHTS 370,NORLIN,1979,36.7,29.7,12.1,6.7,15290,6050,598,FIN,SLOOP,15.59,261,26.9,1.89,1.06,3.03,0.10802,7.30,3.0,4.89,,,,,,,,,,,,,,,,,,,,,,,,
SWEDEN YACHTS 390,NORLIN,1983,39.0,31.5,12.6,7.3,16800,7000,759,"FIN KEEL, SKEG",SLOOP,18.58,240,26.3,1.90,1.12,3.10,0.11395,7.52,3.0,4.80,,,,,,,,,,,,,,,,,,,,,,,,
SWEDEN YACHTS 45,NORLIN/OSTMAN,1985,45.4,39.0,13.7,7.5,26500,10900,1377,FIN,SLOOP,24.89,199,30.7,1.78,1.22,3.31,0.08820,8.37,3.6,5.52,,,,,,,,,,,,,,,,,,,,,,,,
SYDNEY 36 CR,MURRAY/BURNS/DOVELL,1966,36.0,33.3,11.2,7.3,9500,0,743,FIN + BULB,SLOOP,26.59,115,17.2,2.05,1.28,3.21,0.19864,7.73,2.1,3.56,,,,,,,,,,,,,,,,,,,,,,,,
SYDNEY 41 CR,MURRAY,1971,41.0,38.2,12.2,8.5,14300,0,970,FIN + BULB,SLOOP,26.44,115,20.2,1.94,1.27,3.36,0.15725,8.28,2.5,4.06,,,,,,,,,,,,,,,,,,,,,,,,
SYDNEY 46 CR/GP,MURRAY,1998,46.6,40.3,13.4,9.2,19750,0,1130,FIN + BULB,SLOOP,24.84,135,22.8,1.92,1.23,3.48,0.14171,8.51,2.8,4.34,,,,,,,,,,,,,,,,,,,,,,,,
TALEISIN L&L PARDEY,HESS,1983,29.5,27.5,10.8,5.3,17800,6400,740,MONO LONG KEEL,CUTTER,17.43,382,41.1,1.60,1.10,2.73,0.04507,7.03,4.3,7.42,,,,,,,,,,,,,,,,,,,,,,,,
TANTON 42,TANTON,1990,42.8,39.0,13.1,5.1,29617,9270,1055,,CUTTER,17.71,223,37.1,1.64,1.09,3.27,0.06117,8.37,4.2,6.58,,,,,,,,,,,,,,,,,,,,,,,,
TANTON 45,TANTON,1999,44.0,39.4,13.7,4.1,25920,9270,912,FIN KEEL,SLOOP,16.73,189,30.1,1.79,1.07,3.21,0.09331,8.41,3.5,5.37,,,,,,,,,,,,,,,,,,,,,,,,
TANTON 60,TANTON,1978,60.9,58.9,16.7,6.5,46000,15000,1755,BILGE KEEL,CUTTER,21.97,100,28.1,1.80,1.15,3.65,0.11947,10.28,3.5,4.86,,,,,,,,,,,,,,,,,,,,,,,,
TANZER 22,TANZER,1987,22.5,19.9,7.9,3.5,2900,1250,222,,SLOOP,17.51,164,13.8,2.14,1.16,2.85,0.18113,5.98,1.7,3.43,,,,,,,,,,,,,,,,,,,,,,,,
Tara,,1966,54.0,37.5,14.0,8.0,44000,19800,1250,,,16.12,372,47.7,1.53,1.04,3.86,0.03885,8.21,5.5,8.34,,,,,,,,,,,,,,,,,,,,,,,,
TARTAN 27,SOVEREL,1971,26.5,21.8,8.9,5.0,3900,,362,,SLOOP,23.44,168,14.1,2.19,1.26,2.98,0.21809,6.26,1.7,3.23,,,,,,,,,,,,,,,,,,,,,,,,
TARTAN 3000,JACKETT,1979,30.0,25.3,10.1,5.2,7950,3830,441,FIN,SLOOP,17.77,219,21.1,1.96,1.13,2.97,0.13168,6.74,2.4,4.29,,,,,,,,,,,,,,,,,,,,,,,,
TARTAN 3100,JACKETT,1975,31.3,26.0,10.9,6.0,9030,3600,506,,SLOOP,18.73,229,21.0,2.02,1.14,2.87,0.14652,6.83,2.4,4.13,,,,,,,,,,,,,,,,,,,,,,,,
TARTAN 34,S&S,1990,34.4,29.9,10.9,6.2,11000,4400,536,,SLOOP,17.40,184,22.6,1.90,1.11,3.16,0.11577,7.33,2.7,4.64,,,,,,,,,,,,,,,,,,,,,,,,
TARTAN 3500,JACKETT,1963,35.2,30.0,11.9,6.5,12877,4500,615,,SLOOP,17.97,213,23.3,1.96,1.12,2.96,0.13042,7.34,2.7,4.44,,,,,,,,,,,,,,,,,,,,,,,,
TARTAN 37,S&S,1980,37.3,29.5,11.8,4.2,15500,7500,625,CB,SLOOP,16.14,270,28.1,1.83,1.07,3.16,0.09181,7.28,3.2,5.29,,,,,,,,,,,,,,,,,,,,,,,,
TARTAN 3700,,1995,37.0,32.5,12.7,7.3,15950,,720,FIN,SLOOP,18.25,207,24.7,1.95,1.12,2.91,0.13217,7.64,2.8,4.46,,,,,,,,,,,,,,,,,,,,,,,,
TARTAN 3800,JACKETT,1975,38.0,31.0,12.4,6.9,16000,6500,672,,SLOOP,17.00,240,26.1,1.90,1.09,3.06,0.11158,7.46,3.0,4.83,,,,,,,,,,,,,,,,,,,,,,,,
TARTAN 4100,JACKETT,1984,41.2,35.8,13.5,7.0,19000,6400,810,FIN KEEL,SLOOP,18.27,185,24.5,1.96,1.11,3.05,0.14308,8.02,2.8,4.32,,,,,,,,,,,,,,,,,,,,,,,,
TARTAN 42,JACKETT,1988,42.0,32.0,12.3,5.0,22000,9200,759,"FIN, SCHELL KEEL",SLOOP,15.53,300,34.3,1.70,1.05,3.41,0.06532,7.58,3.9,6.31,,,,,,,,,,,,,,,,,,,,,,,,
TARTAN 46,JACKETT,1961,46.1,39.6,14.3,8.9,24000,8500,1014,,SLOOP,19.58,173,25.8,1.92,1.13,3.22,0.13413,8.43,3.0,4.50,,,,,,,,,,,,,,,,,,,,,,,,
TARTAN 4600,JACKETT,1997,46.1,39.6,14.3,8.9,24000,8500,1014,FIN KEEL,SLOOP,19.58,173,25.8,1.92,1.13,3.22,0.13413,8.43,3.0,4.50,,,,,,,,,,,,,,,,,,,,,,,,
TARTAN TEN,S&S,1962,33.0,27.0,9.2,5.0,7100,3340,486,FIN KEEL,SLOOP,21.12,161,19.8,1.85,1.20,3.59,0.10597,6.96,2.5,4.68,,,,,,,,,,,,,,,,,,,,,,,,
TASHIBA 40,PERRY,1984,39.9,34.5,12.9,6.0,29000,10000,865,,CUTTER,14.72,315,41.2,1.62,1.02,3.09,0.05223,7.87,4.5,7.11,,,,,,,,,,,,,,,,,,,,,,,,
TASWELL 44,DIXON,1991,43.9,35.3,13.7,6.3,23000,9600,859,FIN,CUTTER,17.06,233,28.7,1.86,1.08,3.20,0.10497,7.96,3.3,5.06,,,,,,,,,,,,,,,,,,,,,,,,
TASWELL 44 CC,DIXON,1986,44.0,35.3,13.7,6.2,29000,9600,859,FIN KEEL,SLOOP,14.62,294,36.2,1.73,1.02,3.21,0.07144,7.96,4.0,6.13,,,,,,,,,,,,,,,,,,,,,,,,
TASWELL 49,DIXON,1969,48.9,40.8,15.0,6.8,32500,13000,1064,FIN,CUTTER,16.79,214,31.5,1.82,1.06,3.26,0.09892,8.56,3.6,5.27,,,,,,,,,,,,,,,,,,,,,,,,
TASWELL 50,,1998,50.1,41.1,15.0,7.0,40000,0,1064,FIN KEEL,SLOOP,14.62,257,38.3,1.70,1.01,3.34,0.06933,8.59,4.3,6.30,,,,,,,,,,,,,,,,,,,,,,,,
TASWELL 50 ALL SEASON,,1963,50.1,40.8,15.0,6.8,32500,13000,1064,FIN KEEL,SLOOP,16.79,214,31.3,1.82,1.06,3.34,0.09892,8.56,3.6,5.27,,,,,,,,,,,,,,,,,,,,,,,,
TASWELL 56 CC,DIXON,1982,55.0,46.8,16.5,7.5,48500,17750,1389,FIN KEEL,SLOOP,16.78,211,36.4,1.75,1.05,3.33,0.08176,9.17,4.2,5.87,,,,,,,,,,,,,,,,,,,,,,,,
TASWELL 58,DIXON,1983,58.0,47.9,16.5,6.3,65000,19600,1411,"FIN, SCHEEL",CUTTER,14.03,264,47.2,1.59,0.98,3.52,0.05134,9.27,5.3,7.40,,,,,,,,,,,,,,,,,,,,,,,,
TASWELL 58 TWIN COCKPIT,,1972,58.0,47.1,16.5,7.8,63000,19600,1528,FIN KEEL,SLOOP,15.51,269,46.2,1.61,1.02,3.52,0.05334,9.20,5.2,7.26,,,,,,,,,,,,,,,,,,,,,,,,
TASWELL 72,DIXON/ANDREW WI,1997,72.0,60.0,20.0,8.5,96100,25000,2748,FIN + BULB,SLOOP,21.06,199,43.2,1.69,1.11,3.60,0.07264,10.38,5.0,6.34,,,,,,,,,,,,,,,,,,,,,,,,
Tatoosh 51,,1982,50.6,42.1,15.4,6.3,44000,14000,1240,,,15.99,263,39.9,1.69,1.04,3.29,0.06542,8.69,4.5,6.51,,,,,,,,,,,,,,,,,,,,,,,,
TAYANA 37,PERRY,1973,36.7,31.0,11.5,5.7,24000,7340,861,,CUTTER,16.62,360,43.8,1.54,1.07,3.19,0.03941,7.46,4.8,8.03,,,,,,,,,,,,,,,,,,,,,,,,
TAYANA 42,HARRIS,1991,41.8,33.0,12.5,5.9,29157,11800,942,,CUTTER,15.98,362,43.8,1.57,1.05,3.34,0.04405,7.70,4.8,7.70,,,,,,,,,,,,,,,,,,,,,,,,
TAYANA 47,PERRY,1973,47.0,40.2,14.5,6.0,35000,11675,995,,CUTTER,14.94,241,36.4,1.72,1.02,3.24,0.07308,8.50,4.1,6.11,,,,,,,,,,,,,,,,,,,,,,,,
TAYANA 48,PERRY,1960,48.1,40.2,14.5,6.0,35000,11675,1048,,CUTTER,15.74,241,36.1,1.72,1.04,3.32,0.07308,8.50,4.1,6.11,,,,,,,,,,,,,,,,,,,,,,,,
TAYANA 52,PERRY,1973,52.5,42.1,15.0,6.5,38570,14800,1156,,CUTTER,16.27,231,35.8,1.72,1.05,3.50,0.07626,8.69,4.1,6.01,,,,,,,,,,,,,,,,,,,,,,,,
TAYANA 55,PERRY,1977,55.0,46.0,16.1,7.2,48400,17600,1635,,CUTTER,19.78,222,38.0,1.71,1.11,3.42,0.07569,9.09,4.3,6.08,,,,,,,,,,,,,,,,,,,,,,,,
TAYANA 58,PERRY,1978,57.5,45.9,16.1,7.2,49500,17600,1635,,CUTTER,19.49,229,38.3,1.70,1.11,3.57,0.07229,9.08,4.4,6.22,,,,,,,,,,,,,,,,,,,,,,,,
TAYANA 65,PERRY,1961,64.9,52.1,17.8,7.5,74000,30000,1909,,CUTTER,17.41,234,44.2,1.64,1.05,3.65,0.06079,9.67,5.1,6.86,,,,,,,,,,,,,,,,,,,,,,,,
TAYLOR 40 ML,TAYLOR,1996,40.0,33.5,11.5,8.3,11260,6750,904,FIN KEEL,SLOOP,28.89,134,19.0,1.98,1.31,3.48,0.15765,7.76,2.4,4.02,,,,,,,,,,,,,,,,,,,,,,,,
TAYLOR 43.6,TAYLOR,1995,43.6,38.4,12.7,9.4,13500,8300,1006,FIN KEEL,"SLOOP, FRACTIONAL",28.49,106,17.7,2.06,1.30,3.43,0.21410,8.30,2.2,3.50,,,,,,,,,,,,,,,,,,,,,,,,
TED HOOD PH 51,HOOD,1965,51.1,40.8,15.2,6.0,50000,21000,1302,KEEL + CB,,15.42,329,47.0,1.60,1.02,3.36,0.04820,8.56,5.2,7.57,,,,,,,,,,,,,,,,,,,,,,,,
Ted Hood PH 51,HOOD,1974,51.9,40.8,15.2,5.9,49400,21000,1302,,,15.54,325,46.2,1.60,1.03,3.41,0.05011,8.56,5.1,7.42,,,,,,,,,,,,,,,,,,,,,,,,
THE W-CLASS,WHITE,1984,76.3,53.1,16.1,11.0,52900,0,2239,FIN KEEL,SLOOP,25.54,158,33.6,1.66,1.21,4.74,0.07229,9.76,4.4,6.22,,,,,,,,,,,,,,,,,,,,,,,,
THOMAS 35,GRAHAM & SCHLAGETER,1994,35.4,30.0,11.5,6.0,9800,4450,702,FIN KEEL,SLOOP,24.61,162,18.5,2.08,1.25,3.08,0.18761,7.34,2.2,3.68,,,,,,,,,,,,,,,,,,,,,,,,
THUNDERBIRD,SEABORN,1994,26.0,20.2,7.5,4.0,3650,1530,308,FIN KEEL,SLOOP,20.84,198,17.6,1.88,1.22,3.47,0.09932,6.02,2.2,4.56,,,,,,,,,,,,,,,,,,,,,,,,
THUNDERHEAD,S&S,1992,58.3,44.0,14.9,9.0,50000,20800,1368,"ALUMINUM, 1973",KETCH,16.20,262,43.8,1.57,1.04,3.91,0.04888,8.89,5.1,7.50,,,,,,,,,,,,,,,,,,,,,,,,
TOM THUMB 26,ROBERTS,1973,29.1,23.8,10.3,4.0,9000,3000,474,FULL KEEL,,17.59,298,24.5,1.92,1.12,2.83,0.10698,6.54,2.7,4.77,,,,,,,,,,,,,,,,,,,,,,,,
TOPPER HERMANSON, ,1975,44.0,37.5,13.9,5.3,31000,11000,1055,,CUTTER,17.18,262,36.5,1.71,1.07,3.17,0.06927,8.21,4.1,6.24,,,,,,,,,,,,,,,,,,,,,,,,
TOSCA 36,LAVRANOS,1963,35.9,29.5,12.7,5.3,13448,5291,527,MED. FIN SKEG,SLOOP,14.96,234,22.4,2.07,1.05,2.83,0.16580,7.28,2.5,3.98,,,,,,,,,,,,,,,,,,,,,,,,
TOSCA 39,LAVRANOS,1978,39.0,29.5,12.7,5.3,14500,6000,527,MED. FIN SKEG,SLOOP,14.23,252,23.5,2.02,1.03,3.07,0.14215,7.28,2.7,4.30,,,,,,,,,,,,,,,,,,,,,,,,
TOUCAN 35,FRAGNIERE & NOVERRAZ,1998,35.0,30.5,7.0,5.2,4400,2900,446,FIN KEEL,SLOOP,26.65,69,16.0,1.65,1.31,5.00,0.08078,7.40,2.3,4.93,,,,,,,,,,,,,,,,,,,,,,,,
TRADEWIND 35,ROCK,1972,34.8,25.9,10.5,5.5,19467,8400,674,,CUTTER       ,14.96,500,46.0,1.51,1.04,3.31,0.03205,6.82,5.0,8.76,,,,,,,,,,,,,,,,,,,,,,,,
Treasure,,1988,46.3,33.8,12.0,7.0,36000,0,1087,,,16.02,416,54.1,1.41,1.04,3.86,0.02584,7.79,6.1,9.99,,,,,,,,,,,,,,,,,,,,,,,,
TRINTELLA 47,HOLLAND,1975,47.3,37.9,14.8,6.5,35840,11200,1170,"FIN, SPADE RUDDER",SLOOP,17.29,294,37.6,1.74,1.07,3.20,0.07146,8.25,4.2,6.20,,,,,,,,,,,,,,,,,,,,,,,,
TRIPP 41,TRIPP DESIGN,1969,41.0,36.0,12.6,8.5,12350,0,958,FIN KEEL,SLOOP,28.79,118,17.4,2.11,1.31,3.25,0.21189,8.04,2.2,3.52,,,,,,,,,,,,,,,,,,,,,,,,
TRITON 28,ALBERG,1987,28.5,21.5,8.2,4.0,6930,3019,371,FULL KEEL,SLOOP,16.38,311,27.5,1.66,1.10,3.48,0.05425,6.21,3.2,6.34,,,,,,,,,,,,,,,,,,,,,,,,
TROUBADOUR 44 CUSTOM,POCOCK,1986,43.7,36.2,13.3,6.6,29320,11728,910,MONO LONG-FIN,SLOOP-CUTTER,15.38,276,37.6,1.67,1.04,3.29,0.06238,8.06,4.2,6.54,,,,,,,,,,,,,,,,,,,,,,,,
TRUE LOVE,RUTHERFORD,1984,53.0,48.4,14.2,6.3,48000,,1378,"LONG FIN, SKEG RUDDER",SLOOP,16.77,189,43.5,1.51,1.05,3.73,0.04600,9.32,5.1,7.68,,,,,,,,,,,,,,,,,,,,,,,,
TRUTH,DIAS,1994,30.6,27.5,9.8,4.9,12500,,736,LONG FIN,SLOOP,21.94,268,32.5,1.63,1.19,3.12,0.05605,7.03,3.6,6.53,,,,,,,,,,,,,,,,,,,,,,,,
TURNER 45,TRIPP,1980,45.1,38.3,13.9,9.0,18500,8500,1081,FIN KEEL,SLOOP,24.82,147,21.3,2.03,1.23,3.24,0.17225,8.29,2.6,3.96,,,,,,,,,,,,,,,,,,,,,,,,
UDELL,REIMERS,1998,36.2,27.2,6.4,4.5,4600,2400,235,FIN KEEL,SLOOP,13.63,102,20.0,1.49,1.05,5.66,0.04319,6.99,2.9,6.50,,,,,,,,,,,,,,,,,,,,,,,,
"URUGUAY, WHITBREAD",FRERS,1998,78.9,73.0,19.5,,64374,,6456,,SLOOP,64.61,74,25.5,1.88,1.64,4.05,0.16186,11.45,3.3,4.24,,,,,,,,,,,,,,,,,,,,,,,,
"US 11, GLEAM",NEVINS,1987,67.9,46.9,12.0,8.8,65000,,1930,"AC,1937",SLOOP,19.19,281,69.0,1.16,1.09,5.66,0.01300,9.18,8.6,14.09,,,,,,,,,,,,,,,,,,,,,,,,
"US 14, NORTHERN LIGHT",S&S,1979,70.0,45.0,12.0,8.9,70000,,1916,AC 1938,SLOOP,18.13,343,75.3,1.13,1.07,5.83,0.01088,8.99,9.4,15.40,,,,,,,,,,,,,,,,,,,,,,,,
"US 16, COLUMBIA",S&S,1983,69.6,45.1,11.9,8.9,56800,,1985,"AC, 1958",SLOOP,21.59,276,61.8,1.20,1.14,5.85,0.01523,9.00,7.9,13.00,,,,,,,,,,,,,,,,,,,,,,,,
"US 17, WEATHERLY",RHODES,1998,69.0,45.5,11.8,9.0,58000,,1870,"AC, 1958",SLOOP,20.06,275,63.7,1.18,1.11,5.85,0.01398,9.04,8.2,13.55,,,,,,,,,,,,,,,,,,,,,,,,
"US 18, EASTERNER",HUNT,1999,65.5,46.7,12.0,9.0,60000,,1920,"AC, 1958",SLOOP,20.14,263,64.7,1.19,1.11,5.46,0.01465,9.16,8.1,13.27,,,,,,,,,,,,,,,,,,,,,,,,
"US 19, NEFERTITI",HOOD,1996,67.3,45.5,13.3,9.0,59500,,1800,"AC, 1962",SLOOP,18.98,282,56.3,1.32,1.09,5.06,0.02246,9.04,7.0,10.89,,,,,,,,,,,,,,,,,,,,,,,,
"US 21, AMERICAN EAGLE",LUDERS,1961,67.9,46.0,12.5,9.0,60000,,1850,"AC, 1964",SLOOP,19.40,275,61.0,1.24,1.10,5.43,0.01712,9.09,7.7,12.36,,,,,,,,,,,,,,,,,,,,,,,,
"US 22, INTREPID",S&S,1960,64.5,46.0,12.9,9.0,60000,,1750,"AC, 1967",SLOOP,18.35,275,59.7,1.28,1.08,5.00,0.01985,9.09,7.3,11.53,,,,,,,,,,,,,,,,,,,,,,,,
"US 23, HERITAGE",MORGAN,1998,62.5,50.0,12.5,10.8,70500,,1750,"AC, 1970",SLOOP,16.48,252,70.1,1.17,1.03,5.00,0.01405,9.48,8.5,13.64,,,,,,,,,,,,,,,,,,,,,,,,
"US 24, VALIANT",S&S,1983,64.5,47.9,12.0,9.1,76000,,1750,"AC, 1970",SLOOP,15.68,309,81.2,1.10,1.02,5.38,0.01001,9.27,9.8,16.05,,,,,,,,,,,,,,,,,,,,,,,,
UWB333,FEDERICK,1999,33.0,31.5,8.5,3.7,14800,9900,475,WATER BALLAST,SLOOP,12.65,211,41.4,1.34,0.99,3.88,0.02447,7.52,4.9,9.54,,,,,,,,,,,,,,,,,,,,,,,,
Vagabond,,1961,46.6,35.8,13.4,5.3,40000,12000,1010,,,13.88,389,50.0,1.52,0.99,3.48,0.03673,8.02,5.5,8.53,,,,,,,,,,,,,,,,,,,,,,,,
VAGABOND 47,GARDEN,1960,46.6,36.0,13.4,5.5,40000,12000,1200,FULL,KETCH,16.49,383,49.8,1.52,1.05,3.48,0.03673,8.04,5.5,8.53,,,,,,,,,,,,,,,,,,,,,,,,
VAGABOND 52,CREALOCK,1978,52.0,41.0,13.1,5.0,50000,19600,1273,FULL KEEL,,15.07,324,56.7,1.38,1.01,3.97,0.02634,8.58,6.4,10.03,,,,,,,,,,,,,,,,,,,,,,,,
VALIANT 32,PERRY,1960,32.1,26.0,10.4,5.2,11800,4700,519,FIN,CUTTER,16.08,300,29.0,1.77,1.08,3.09,0.07259,6.83,3.3,5.81,,,,,,,,,,,,,,,,,,,,,,,,
VALIANT 39 CE,PERRY,1988,39.3,32.0,11.5,5.9,18500,7000,735,,CUTTER,16.88,252,32.3,1.68,1.08,3.42,0.06633,7.58,3.7,6.19,,,,,,,,,,,,,,,,,,,,,,,,
VALIANT 40,PERRY,1980,39.1,34.0,12.3,6.0,22500,7700,772,,,15.56,256,34.6,1.69,1.05,3.18,0.06532,7.81,3.9,6.31,,,,,,,,,,,,,,,,,,,,,,,,
VALIANT 42,PERRY,1993,42.0,34.5,12.8,6.0,24600,9500,849,,CUTTER,16.12,267,34.7,1.70,1.06,3.28,0.06883,7.87,3.9,6.19,,,,,,,,,,,,,,,,,,,,,,,,
VALIANT 42 RS,PERRY,1980,42.0,34.5,12.8,6.0,25000,9500,793,FIN KEEL,SLOOP,14.90,272,35.3,1.69,1.03,3.28,0.06543,7.87,4.0,6.34,,,,,,,,,,,,,,,,,,,,,,,,
VALIANT 50,PERRY,1979,50.7,40.3,13.9,6.3,35500,11000,1035,,CUTTER,15.40,242,38.0,1.64,1.03,3.65,0.06015,8.51,4.4,6.70,,,,,,,,,,,,,,,,,,,,,,,,
Van de Stadt 34,Van de Stadt,1960,34.0,26.3,10.9,5.9,9900,,711,"fin, skeg",fractional,24.76,243,22.2,1.96,1.25,3.12,0.12484,6.87,2.6,4.47,,,,,,,,,,,,,,,,,,,,,,,,
VAN DE STADT 38,VAN DE STADT,1963,41.0,38.1,13.2,6.3,15430,6830,813,"fin,skeg",FRACTIONAL,21.06,125,19.7,2.05,1.17,3.11,0.18918,8.27,2.4,3.75,,,,,,,,,,,,,,,,,,,,,,,,
VAN DE STADT 44,VAN DE STADT,1962,44.3,34.8,12.9,7.1,37000,14300,1227,"FIN, SKEG",SLOOP / CUTTER,17.76,392,50.4,1.50,1.08,3.43,0.03496,7.90,5.5,8.69,,,,,,,,,,,,,,,,,,,,,,,,
